,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
 Dense Fog,,-0.006557681646390185,,-0.02130337770711312,-0.007008446009899284,,-0.0039436477373216905,-0.0016215613701780708,-0.001122661347793326,-0.0007879756525377079,-0.0034004725360858544,-0.0035693467615047973,-0.008962683650850822,-0.0014766386361859522,-0.0017164454480955306,-0.006830638035673176,-0.00048733853984581104,-0.0002752011017084697,-0.008233653727174413,,-0.006833758616025657,-0.00251816838530672,,-0.010643294885289221,-0.0067988991884575635,,,-0.0028552901495794178,-0.0011454771126418782,-0.0018511364279798807,-0.0010055442819204992,0.0007630286546021464,-0.00028847581995282054,-0.0029700335652068735,-0.001919443871860197,-0.00642344099900558,,,-0.0012036953534826206,,-0.0028921688441567875,,-0.009540495303712083,-0.0006735236393158398,-0.004456926083793243,-0.0037261638480575888,-0.00038073366389217665
 Avalanche,,0.0013906906810549663,,0.019000193803645243,-0.003258342699081526,,,,,,0.004122385708119457,,,,,,,,,,,,,,0.004441125787713019,-0.000426582879030138,-0.0003476366751939454,,0.03654799494291286,0.001087210299732142,,,,,-0.000619243875841114,,,,,,,,0.0021033657598880993,0.05365496897287453,0.0002332389198884748,,0.013360873440204969
 Debris Flow,,0.001304874683773957,,0.03865180724530662,0.0019891648612057585,,,,,-0.0003187142714390628,-0.0019667178974580517,,,,,0.005704872169614285,,0.027289246183219838,,0.00033706518379764664,,,-0.0012918679996350019,,-0.001647657059296361,,,,0.0044911743365167464,-0.0012610750816307,0.011705485063638183,,-0.0012816625382660266,,0.006757584200629188,-0.0020603671011033965,,,,0.0001835454604779648,-0.0003297842873581344,-0.0008370833738138365,-0.00023421896072395966,-0.008367251851255217,-0.002778626453328778,,-0.0002792283208591292
 Sneakerwave,,,,-0.000643335990909087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001860039591774051,,,,,,0.0001941329242306919,,,,,,
 Tsunami,,,,0.0002807869389241014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0019856534467220313,,,,,,,,,-0.0025781529318859883,,,
 Blizzard,,,,0.1235497481292224,0.3105536101062704,-0.0011338969131140055,0.007237274104379223,-0.0002344235770620625,,,0.007533321428832759,0.01800656955241888,0.02359280225672889,0.0019396322084121597,0.021736287683196052,-1.958694259635055e-05,,-0.0003880718196782264,0.004527008951604105,0.06317054585409711,0.015414184824813021,0.010476145187064764,,0.011064585558655938,0.029333026987149707,0.018584476013539585,-0.0012898198875679842,0.02738013081312211,0.08613454854199114,0.028199377631941084,0.0006152037364798088,0.028919444730793286,0.042479941751597056,0.0034915565306556213,0.0008509661931604671,0.048388952234996195,0.0021600618927402385,,0.08219996065385302,-0.0022090714586891964,-0.00039218642928319703,-0.0023572538309839935,0.008470930654636236,0.010633740313196076,0.03778002359946082,0.04273928686695972,0.04196910571188533
 Dense Smoke,,,,0.07672340605973318,-0.006312209626466956,,,,,,-0.004437004898426639,,,,,,,,,,,,,,-0.0006064868070963252,,,,,,,0.0012007709647826803,,,,,,,0.0008623060539276792,,,,,-0.009015026844891265,,,
 Lake-Effect Snow,,,,-0.0004231273227041587,,,,,,,,-0.0025134020648879835,-0.009278220056890902,,,,,,,,-0.010752564700342335,0.00110539504150109,,,,,,,,0.003149025193696346,,,-0.009803803189304914,,,-0.0018124356817816798,,,,,,,,,,-0.007025292985001603,
 Hurricane (Typhoon),,,,,,,,,0.0030763850664548595,,,,,,,,,,,,,,,,,,,,,,0.3013516782783265,,,,,,,0.5242974647200467,,,,,,,,,
 Lakeshore Flood,,,,,,,,,,,,0.0023689730133069674,-0.0015776118732786922,,,,,,,,0.018758687905131854,0.018198395666376942,,,,,,,,0.008682261216878743,,,-0.006589664786312796,,,0.013909439983653026,,,,,,0.0006877668176657141,,,,0.031254056277258774,
 Seiche,,,,,,,,,,,,,0.1112666688481019,,,,-0.0012983455240495748,,,,0.004192017159833546,,,,,,,,,0.003376685785957883,,,,,,,,,,,0.00011049240274005085,,,,,0.009964123199700975,
